"","Yorf","WT1pre","WT2pre","WT3pre","WT1post","WT2post","WT3post","gene","desc"
"4274","YMR110C",1055,1105,728,4337,4247,4898,"HFD1","Dehydrogenase involved in ubiquinone and sphingolipid metabolism; oxidizes 4-hydroxybenzaldehyde into 4-hydroxybenzoic acid in ubiquinone biosynthesis; converts hexadecenal to hexadecenoic acid in sphingosine 1-phosphate breakdown pathway; located in the mitochondrial outer membrane and also in lipid particles; human homolog ALDH3A2, a fatty aldehyde dehydrogenase (FALDH) mutated in neurocutaneous disorder Sjogren-Larsson syndrome, can complement yeast hfd1 mutant"
"4275","YMR111C",459,385,302,605,530,651,"","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene; forms nuclear foci upon DNA replication stress"
"4276","YMR112C",351,263,182,220,193,254,"MED11","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein"
"4277","YMR113W",785,637,500,552,463,735,"FOL3","Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog, RMA1, that arose from the whole genome duplication"
"4278","YMR114C",472,341,260,1086,737,1068,"","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
"4279","YMR115W",959,875,670,1634,1279,1779,"MGR3","Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"
"4280","YMR116C",89424,82743,48440,51334,51406,51286,"ASC1","G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation"
"4281","YMR117C",245,129,91,253,264,287,"SPC24","Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
"4282","YMR118C",107,100,77,139,164,191,"SHH3","Putative mitochondrial inner membrane protein of unknown function; although similar to paralogous Sdh3p, Shh3p is not a stoichiometric subunit of either succinate dehydrogenase or of the TIM22 translocase; SHH3 has a paralog, SDH3, that arose from the whole genome duplication"
"4283","YMR119W",1511,1421,1073,2616,2354,3260,"ASI1","Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids"
"4284","YMR120C",4033,4944,2847,1848,1861,2447,"ADE17","Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE17 has a paralog, ADE16, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine"
"4285","YMR121C",1118,903,558,871,821,835,"RPL15B","Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15B has a paralog, RPL15A, that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress"
"4286","YMR122W-A",3852,2785,1715,2326,2234,2474,"","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum"
"4287","YMR123W",1083,742,557,252,192,268,"PKR1","V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress"
"4288","YMR124W",1167,1539,958,3028,2412,3086,"EPO1","Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"
"4289","YMR125W",5053,5104,3425,3489,2934,4002,"STO1","Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80"
"4290","YMR126C",443,329,244,458,331,499,"DLT1","Protein of unknown function; mutant sensitive to 6-azauracil (6AU) and mycophenolic acid (MPA)"
"4291","YMR127C",354,317,204,273,225,278,"SAS2","Histone acetyltransferase (HAT) catalytic subunit of the SAS complex; acetylates free histones and nucleosomes and regulates transcriptional silencing; member of the MYSTacetyltransferase family; other members are Sas4p and Sas5p"
"4292","YMR128W",4633,4527,2869,1652,1081,1572,"ECM16","Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis"
"4293","YMR129W",4917,5197,3300,2455,1870,2710,"POM152","Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210"
"4294","YMR130W",711,675,457,408,356,462,"","Putative protein of unknown function; YMR130W is not an essential gene"
"4295","YMR131C",8137,6866,4690,2770,1879,2725,"RRB1","Specific chaperone for ribosomal protein Rpl3p; binds to nascent Rpl3p during translation; essential gene"
"4296","YMR132C",172,131,92,92,89,100,"JLP2","Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)"
"4297","YMR133W",140,110,84,314,289,364,"REC114","Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division"
"4298","YMR134W",394,238,179,288,264,283,"ERG29","Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol, display impaired oxygen consumption, respiratory growth, mitochondrial iron utilization, and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm, ER and nuclear envelope; highly conserved in ascomycetes"
"4299","YMR135C",668,629,407,1968,1431,1861,"GID8","Subunit of GID Complex, binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p, Fyv10 and Vid28p to GID Complex; contains LisH, CTLH, and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START"
"4300","YMR136W",199,336,190,1842,1576,1914,"GAT2","Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine"
"4301","YMR137C",306,302,224,467,377,501,"PSO2","Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress"
"4302","YMR138W",241,141,103,113,72,95,"CIN4","GTP-binding protein involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl; regulated by the GTPase-activating protein, Cin2p, the human retinitis pigmentosa 2 (RP2) homolog"
"4303","YMR139W",861,858,567,2749,2286,3041,"RIM11","Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog, MRK1, that arose from the whole genome duplication"
"4304","YMR140W",1173,1068,766,3205,2665,3294,"SIP5","Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress"
"4305","YMR142C",34776,33745,19736,15438,13477,16041,"RPL13B","Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication"
"4306","YMR143W",19347,15494,9875,5056,4151,5766,"RPS16A","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication"
"4307","YMR144W",430,361,217,259,249,284,"FDO1","Protein involved in directionality of mating type switching; acts with Fkh1p to control which donor mating-type locus is inserted into MAT locus during mating type switching; localized to the nucleus; not an essential gene"
"4308","YMR145C",2812,3758,2125,4603,5886,6023,"NDE1","Mitochondrial external NADH dehydrogenase; type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain; NDE1 has a paralog, NDE2, that arose from the whole genome duplication"
"4309","YMR146C",9443,8441,5362,4606,3628,4905,"TIF34","eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; stimulates rate of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough"
"4310","YMR147W",318,250,159,269,298,326,"","Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery"
"4311","YMR148W",177,243,130,360,458,448,"OSW5","Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion"
"4312","YMR149W",2569,2471,1587,1629,1245,1731,"SWP1","Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum"
"4313","YMR150C",594,422,319,614,425,603,"IMP1","Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p"
"4314","YMR152W",1637,1297,954,2041,1761,2169,"YIM1","Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; may have a role in lipid metabolism, based on localization to lipid droplets; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"
"4315","YMR153W",1282,1267,887,831,682,952,"NUP53","FG-nucleoporin component of central core of nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation, which may contribute to nuclear pore assembly; NUP53 has a paralog, ASM4, that arose from the whole genome duplication"
"4316","YMR154C",538,491,380,689,647,917,"RIM13","Calpain-like cysteine protease; involved in proteolytic activation of Rim101p in response to alkaline pH; localizes to punctate structures in alkaline conditions and in vps4 mutant; has similarity to A. nidulans palB"
"4317","YMR155W",558,566,403,1089,947,1223,"","Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen"
"4318","YMR156C",277,220,174,305,239,363,"TPP1","DNA 3'-phosphatase; functions in repair of endogenous damage of double-stranded DNA, activity is specific for removal of 3' phosphates at strand breaks; similar to the l-2-haloacid dehalogenase superfamily; homolog of human polynucleotide kinase/3'-phosphatase"
"4319","YMR157C",684,439,387,744,523,715,"AIM36","Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
"4320","YMR158C-A",10,17,7,37,46,33,"","Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene"
"4321","YMR158W",663,426,282,440,258,348,"MRPS8","Mitochondrial ribosomal protein of the small subunit"
"4322","YMR159C",77,58,37,148,117,143,"ATG16","Conserved protein involved in autophagy; interacts with Atg12p-Atg5p conjugates to form Atg12p-Atg5p-Atg16p multimers, which binds to membranes and localizes to the pre-autophagosomal structure and are required for autophagy; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
"4323","YMR160W",862,697,541,1644,1478,1774,"","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress"
"4324","YMR161W",1401,1079,753,908,615,1023,"HLJ1","Co-chaperone for Hsp40p; anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ"
"4325","YMR162C",2845,2821,1986,2235,1937,2727,"DNF3","Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone"
"4326","YMR163C",523,528,352,636,548,735,"INP2","Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene"
"4327","YMR164C",664,821,529,1380,1178,1552,"MSS11","Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"
"4328","YMR165C",1829,1681,1196,2677,2155,2816,"PAH1","Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; regulates phospholipid synthesis, nuclear/ER membrane growth, lipid droplet formation, triacylglycerol synthesis, vacuolar homeostasis and cell wall integrity; phosphorylated by Pho85p/Pho80p, Cdc28p/Cyclin B, PKA, PKC, and CKII, regulating activity, localization, and proteosomal degradation; homolog of mammalian lipins 1 and 2; human homologs LPIN1, LPIN2, LPIN3 complement the null"
"4329","YMR166C",730,705,441,870,669,836,"MME1","Transporter of the mitochondrial inner membrane that exports magnesium; involved in mitochondrial Mg2+ homeostasis; has similarity to human mitochondrial ATP-Mg/Pi carriers"
"4330","YMR167W",1157,1071,769,1327,1084,1444,"MLH1","Protein required for mismatch repair in mitosis and meiosis; also required for crossing over during meiosis; forms a complex with Pms1p and Msh2p-Msh3p during mismatch repair; human homolog is associated with hereditary non-polyposis colon cancer"
"4331","YMR168C",786,791,597,1307,1101,1475,"CEP3","Essential kinetochore protein; component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain"
"4332","YMR169C",800,768,578,7720,4503,5683,"ALD3","Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose"
"4333","YMR170C",677,615,441,1297,1115,1376,"ALD2","Cytoplasmic aldehyde dehydrogenase; involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p"
"4334","YMR171C",1386,1307,856,2193,1857,2391,"EAR1","Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p"
"4335","YMR172W",1346,1078,812,869,731,919,"HOT1","Transcription factor for glycerol biosynthetic genes; required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p"
"4336","YMR173W",15475,17330,10699,13985,13470,16397,"DDR48","DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress"
"4337","YMR174C",275,302,284,122,88,118,"PAI3","Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact"
"4338","YMR175W",42,39,40,127,103,124,"SIP18","Phospholipid-binding hydrophilin; essential to overcome desiccation-rehydration process; expression is induced by osmotic stress; SIP18 has a paralog, GRE1, that arose from the whole genome duplication"
"4339","YMR175W-A",7,5,5,19,20,16,"","Putative protein of unknown function"
"4340","YMR176W",2185,2070,1573,2082,1759,2347,"ECM5","Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p, recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p, independently of Rpd3p, to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume, large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress"
"4341","YMR177W",3357,2915,2101,617,649,845,"MMT1","Putative metal transporter involved in mitochondrial iron accumulation; MMT1 has a paralog, MMT2, that arose from the whole genome duplication"
"4342","YMR178W",1336,1027,730,1005,867,1136,"","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; YMR178W is not an essential gene; protein abundance increases in response to DNA replication stress"
"4343","YMR179W",888,924,687,702,626,761,"SPT21","Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2, but not required at the other histone loci; functionally related to Spt10p; localizes to nuclear foci that become diffuse upon DNA replication stress"
"4344","YMR180C",539,528,370,506,441,545,"CTL1","RNA 5'-triphosphatase, localizes to both the nucleus and cytoplasm; CTL1 has a paralog, CET1, that arose from the whole genome duplication"
"4345","YMR181C",276,356,217,1526,1205,1397,"","Protein of unknown function; mRNA transcribed as part of a bicistronic transcript with a predicted transcriptional repressor RGM1/YMR182C; mRNA is destroyed by nonsense-mediated decay (NMD); not an essential gene; YMR181C has a paralog, YPL229W, that arose from the whole genome duplication"
"4346","YMR182C",197,157,86,192,166,181,"RGM1","Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog, USV1, that arose from the whole genome duplication"
"4347","YMR182W-A",2,5,2,4,8,4,"","Putative protein of unknown function"
"4348","YMR183C",2561,2498,1687,1107,1064,1256,"SSO2","Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane; syntaxin homolog that is functionally redundant with Sso1p; SSO2 has a paralog, SSO1, that arose from the whole genome duplication"
"4349","YMR184W",583,384,319,221,197,230,"ADD37","Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress"
"4350","YMR185W",1452,1408,971,409,327,444,"RTP1","Protein required for the nuclear import and biogenesis of RNA pol II; conflicting evidence on whether null mutant is viable with elongated buds, or inviable; interacts with Rpb2, Rpb3, Nup116p, Nup100p and components of the R2TP complex (Rvb1p, Rvb2p, Pih1p); similar to human TMCO7 gene"
"4351","YMR186W",138485,133130,88988,72825,62655,74788,"HSC82","Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication"
"4352","YMR187C",225,239,144,209,201,219,"","Putative protein of unknown function; YMR187C is not an essential gene"
"4353","YMR188C",713,436,347,629,448,510,"MRPS17","Mitochondrial ribosomal protein of the small subunit"
"4354","YMR189W",2029,2241,1344,709,646,818,"GCV2","P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"
"4355","YMR190C",1823,2214,1381,1999,1732,2325,"SGS1","RecQ family nucleolar DNA helicase; role in genome integrity maintenance, chromosome synapsis, meiotic joint molecule/crossover formation; stimulates activity of Top3p; rapidly lost in response to rapamycin in Rrd1p-dependent manner; forms nuclear foci upon DNA replication stress; yeast SGS1 complements mutations in human homolog BLM implicated in Bloom syndrome; also similar to human WRN implicated in Werner syndrome; human BLM and WRN can each complement yeast null mutant"
"4356","YMR191W",717,673,503,1660,1485,1933,"SPG5","Protein required for proteasome assembly during quiescence; binds to base of the proteasome regulartory particle; required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources"
"4357","YMR192W",1097,1164,832,725,618,729,"GYL1","Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p, colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p, Rvs161p, and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog, GYP5, that arose from the whole genome duplication"
"4358","YMR193W",785,488,312,996,723,962,"MRPL24","Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins, YmL14 and YmL24, have been assigned to the same gene"
"4359","YMR194C-B",134,75,78,270,260,306,"CMC4","Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs"
"4360","YMR194W",6146,5496,3413,1637,1323,1696,"RPL36A","Ribosomal 60S subunit protein L36A; N-terminally acetylated; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36A has a paralog, RPL36B, that arose from the whole genome duplication"
"4361","YMR195W",319,315,216,2059,1489,1904,"ICY1","Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog, ICY2, that arose from the whole genome duplication"
"4362","YMR196W",1641,1672,1301,10761,10232,11443,"","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene"
"4363","YMR197C",894,704,487,1636,1375,1804,"VTI1","Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES, Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant"
"4364","YMR198W",710,498,399,625,581,662,"CIK1","Kinesin-associated protein; required for both karyogamy and mitotic spindle organization, interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog, VIK1, that arose from the whole genome duplication"
"4365","YMR199W",762,861,547,792,672,847,"CLN1","G1 cyclin involved in regulation of the cell cycle; activates Cdc28p kinase to promote the G1 to S phase transition; late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p); CLN1 has a paralog, CLN2, that arose from the whole genome duplication; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1"
"4366","YMR200W",1949,1600,1045,1714,1410,1884,"ROT1","Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies, suppresses tor2 mutations, and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role, avoiding exposure of Ser H-bonding group at lipid-exposed surface"
"4367","YMR201C",539,428,293,508,511,574,"RAD14","Protein that recognizes and binds damaged DNA during NER; subunit of Nucleotide Excision Repair Factor 1 (NEF1); contains zinc finger motif; homolog of human XPA protein; NER stands for nucleotide excision repair"
"4368","YMR202W",6565,5186,3260,3090,2446,3222,"ERG2","C-8 sterol isomerase; catalyzes isomerization of delta-8 double bond to delta-7 position at an intermediate step in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutation is functionally complemented by human EBP"
"4369","YMR203W",5400,6124,3475,4797,4304,4911,"TOM40","Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions"
"4370","YMR204C",372,352,234,511,417,518,"INP1","Peripheral membrane protein of peroxisomes; involved in peroxisomal inheritance; recruitment to peroxisomes is mediated by interaction with Pex3p at the peroxisomal membrane"
"4371","YMR205C",48897,49094,29561,31845,30267,35459,"PFK2","Beta subunit of heterooctameric phosphofructokinase; involved in glycolysis; indispensable for anaerobic growth; activated by fructose-2,6-bisphosphate and AMP; mutation inhibits glucose induction of cell cycle-related genes"
"4372","YMR206W",118,99,74,1397,1111,1442,"","Putative protein of unknown function; not an essential gene; YMR206W has a paralog, YNR014W, that arose from the whole genome duplication"
"4373","YMR207C",1971,2241,1572,1172,1265,1457,"HFA1","Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon"
"4374","YMR208W",2154,1751,1244,1179,915,1346,"ERG12","Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation"
"4375","YMR209C",1143,1082,689,689,533,791,"","Putative S-adenosylmethionine-dependent methyltransferase; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YMR209C is not an essential gene"
"4376","YMR210W",1098,936,702,2316,1859,2389,"MGL2","Monoacylglycerol lipase; palmitoyl monoacylglycerol is the preferred substrate; role in triacylglycerol catabolism; minor role in medium-chain fatty acid ethyl ester biosynthesis; contains an alpha/beta hydrolase domain and a typical lipase motif; has similarity to acyltransferases, Eeb1p and Eht1p, and human ABHD1"
"4377","YMR211W",662,545,393,540,417,546,"DML1","Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family"
"4378","YMR212C",2855,2814,1809,1662,1265,2091,"EFR3","Protein required for Stt4-containing PI kinase complex localization; required for Stt4-containing phosphoinositide (PI) kinase patch assembly at the plasma membrane; recruited to the plasma membrane via a conserved basic patch near its N-terminus; exhibits synthetic lethal genetic interactions with PHO85; has sequence similarity to the Drosophila rolling blackout (RBO) gene"
"4379","YMR213W",656,614,431,1139,916,1008,"CEF1","Essential splicing factor; associated with Prp19p and the spliceosome, contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association, evolutionarily conserved and homologous to S. pombe Cdc5p"
"4380","YMR214W",2029,1476,989,740,563,714,"SCJ1","One of several homologs of bacterial chaperone DnaJ; located in the ER lumen where it cooperates with Kar2p to mediate maturation of proteins"
"4381","YMR215W",4540,4724,3118,2295,1912,2719,"GAS3","Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance, possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation"
"4382","YMR216C",4315,3975,2715,3623,3229,4205,"SKY1","SR protein kinase (SRPK); involved in regulating proteins involved in mRNA metabolism and cation homeostasis; similar to human SRPK1"
"4383","YMR217W",18354,22861,12210,9174,8114,9230,"GUA1","GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA"
"4384","YMR218C",1083,1188,790,1217,1127,1489,"TRS130","Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic"
