"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"4908","YOL016C",1768.78594813002,-0.293863642781432,0.0955539512749458,-3.075368824214,0.00210242387791264,0.0526477942515082,"CMK2","Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK2 has a paralog, CMK1, that arose from the whole genome duplication"
"4909","YOL017W",427.822136784674,0.0918445236646474,0.114744064828019,0.800429406107464,0.42346204925836,0.735408365506529,"ESC8","Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication"
"4910","YOL018C",523.45448840447,-0.227028687668522,0.143083170740526,-1.58669035983432,0.112582790759991,0.450886353333008,"TLG2","Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; required along with VPS45 for an early step of the constitutive CVT pathway; interactions with Vps45 prevents Tlg2p degradation, and facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)"
"4911","YOL019W",1151.7981128705,0.429748862035094,0.0981493516661201,4.37851962076117,1.1948818522192e-05,0.00108216466415986,"","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication"
"4912","YOL019W-A",4.4621383932995,-0.883989704845908,0.95810428484467,-0.922644558456622,0.356192466845747,NA,"","Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"4913","YOL020W",2218.67910926411,0.332731391401622,0.103315079899555,3.22055010483571,0.00127944825263265,0.0392797842079424,"TAT2","High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance"
"4914","YOL021C",3364.51147933808,0.181573247372983,0.0909085881057563,1.99731676793565,0.0457907829661468,0.30568441601725,"DIS3","Exosome core complex catalytic subunit; has both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; role in degradation of tRNAs; similar to E. coli RNase R and to human DIS3, which partially complements dis3-81 heat sensitivity; mutations in Dis3p analogous to human mutations implicated in multiple myeloma impair exosome function; protein abundance increases under to DNA replication stress"
"4915","YOL022C",1651.0498616645,0.00562778076664749,0.0804741167372168,0.0699328056625294,0.944247141897269,0.982851445358116,"TSR4","Cytoplasmic protein required for correct processing of 20S pre-rRNA; protein required for processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2"
"4916","YOL023W",335.758448710739,0.0357739580498107,0.148587098824231,0.240760862368872,0.809740464721014,0.932967196621469,"IFM1","Mitochondrial translation initiation factor 2"
"4917","YOL024W",56.7421197534088,-0.134919221870808,0.279188776439654,-0.483254461699218,0.628915069680674,NA,"","Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog, IGD1, that arose from the whole genome duplication"
"4918","YOL025W",455.439156353907,-0.0761116747458466,0.120854253174418,-0.629780688280797,0.528838082334478,0.797894520874907,"LAG2","Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1"
"4919","YOL026C",406.775335145841,-0.196492772479895,0.13854423520803,-1.41826740163424,0.156112710152401,0.506760135584318,"MIM1","Mitochondrial protein required for outer membrane protein import; cooperates with Tom70p to import the subset of proteins with multiple alpha-helical transmembrane segments, including Ugo1p, Tom20p, and others; present in a complex with Mim2p in the outer membrane that may create a local environment to facilitate membrane insertion of substrate proteins; also has a role in assembly of Tom20p into the TOM complex"
"4920","YOL027C",2967.4406189042,0.112848912367557,0.0843321350596235,1.33814840911796,0.180848062903061,0.532792680563848,"MDM38","Mitochondrial protein; forms a complex with Mba1p to facilitate recruitment of mRNA-specific translational activators to ribosomes; roles in protein export and K+/H+ exchange; human ortholog Letm1 implicated in Wolf-Hirschhorn syndrome"
"4921","YOL028C",1158.43183494117,-0.132390570849964,0.116409336814205,-1.137284812998,0.255419241440518,0.606960793549739,"YAP7","Putative basic leucine zipper (bZIP) transcription factor; YAP7 has a paralog, YAP5, that arose from the whole genome duplication"
"4922","YOL029C",1121.15909602291,0.217625324143846,0.131282616169046,1.6576857659785,0.0973809083105405,0.428655568868393,"","Putative protein of unknown function; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens"
"4923","YOL030W",5200.30071966296,0.49670944859677,0.116073457413926,4.279268143323,1.87508853575736e-05,0.00156757401589316,"GAS5","1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall"
"4924","YOL031C",876.437496433995,0.0388373872861028,0.108091889863134,0.359299734099188,0.719370873228496,0.893745369427678,"SIL1","Nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; required for protein translocation into the endoplasmic reticulum (ER); homolog of Yarrowia lipolytica SLS1; GrpE-like protein"
"4925","YOL032W",2128.95006258041,-0.282880078403407,0.114007708091715,-2.48123642811801,0.0130927498612178,0.159795509427738,"OPI10","Protein with a possible role in phospholipid biosynthesis; null mutant displays an inositol-excreting phenotype that is suppressed by exogenous choline; protein abundance increases in response to DNA replication stress"
"4926","YOL033W",462.85859265895,-0.257741808741321,0.14802656228235,-1.74118620852451,0.0816509439182536,0.396506907284888,"MSE1","Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated"
"4927","YOL034W",859.333860196553,-0.090923867861405,0.104833885069112,-0.867313729730264,0.385770135975999,0.709130950867812,"SMC5","Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair"
"4928","YOL036W",3276.19488790916,0.093012458813503,0.111496083396923,0.834221759004586,0.404156031880678,0.721289626981852,"","Protein of unknown function; potential Cdc28p substrate; YOL036W has a paralog, YIR016W, that arose from the whole genome duplication"
"4929","YOL038C-A",14.6443279446591,-0.640891749005275,0.615153293264914,-1.04184071843906,0.297485532424351,NA,"","Putative protein of unknown function; identified by SAGE analysis"
"4930","YOL038W",2842.16148391713,-0.0962066468695069,0.0842348501854387,-1.14212403367149,0.253402466759776,0.605747164389366,"PRE6","Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress"
"4931","YOL039W",16173.6992979355,-0.0733051191649223,0.095442145445206,-0.768058165739865,0.442452629252608,0.750183230928572,"RPP2A","Ribosomal protein P2 alpha; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P2 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
"4932","YOL040C",31867.355452998,-0.151886448289235,0.0971137750184367,-1.56400519144066,0.117816349252329,0.46158186145433,"RPS15","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19"
"4933","YOL041C",2788.21488652538,-0.000140187127644362,0.0708654468913101,-0.00197821553089723,0.998421613399416,0.999341139659685,"NOP12","Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p"
"4934","YOL042W",440.960122938928,0.094644626962898,0.133760004476329,0.707570453017192,0.479212046938975,0.769969918115431,"NGL1","Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"4935","YOL043C",270.328648044696,-0.175426255120108,0.144679306001747,-1.21251794723144,0.225314176771687,0.58332398314593,"NTG2","DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair, localizes to the nucleus; sumoylated; NTG2 has a paralog, NTG1, that arose from the whole genome duplication"
"4936","YOL044W",295.094139443898,-0.1134053560934,0.133829795889633,-0.8473849589289,0.396780585407685,0.715413030241938,"PEX15","Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly"
"4937","YOL045W",2056.89522511366,0.0115108990359124,0.106470106218373,0.108113905815997,0.913905337565671,0.972419010553172,"PSK2","PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p, Tif11p and Sro9p (translation); PSK2 has a paralog, PSK1, that arose from the whole genome duplication"
"4938","YOL047C",141.47872466763,-0.101634847164298,0.202780837323499,-0.501205382647466,0.616226586500912,0.843257434159143,"LDS2","Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
"4939","YOL048C",400.108838707998,0.00895221121526703,0.146325810430294,0.0611799872417699,0.951215867739683,0.985304427239314,"RRT8","Protein involved in spore wall assembly; shares similarity with Lds1p and Lds2p and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; identified in a screen for mutants with increased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to lipid particles; protein abundance increases in response to DNA replication stress"
"4940","YOL049W",2761.89537398199,-0.0124193118927034,0.0727610092393611,-0.170686361040536,0.864470387758157,0.954394979089359,"GSH2","Glutathione synthetase; catalyzes the ATP-dependent synthesis of glutathione (GSH) from gamma-glutamylcysteine and glycine; induced by oxidative stress and heat shock"
"4941","YOL051W",3383.21830550715,0.396056472985316,0.170742155312028,2.31961739185927,0.0203615841719506,0.199160028171531,"GAL11","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator"
"4942","YOL052C",1757.25428311219,0.18975488404612,0.147509499807748,1.28639093952208,0.198306658898436,0.552618256830856,"SPE2","S-adenosylmethionine decarboxylase; required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically"
"4943","YOL052C-A",75.5975711401437,0.141160850506514,0.269315273168123,0.524147215439923,0.600176150875492,NA,"DDR2","Multi-stress response protein; expression is activated by a variety of xenobiotic agents and environmental or physiological stresses; DDR2 has a paralog, HOR7, that arose from the whole genome duplication"
"4944","YOL053W",235.301322482383,-0.241560162283888,0.154927356929013,-1.55918339454129,0.118952979920955,0.463694758171068,"AIM39","Protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss"
"4945","YOL054W",284.1624169989,-0.221869355895554,0.149767681442075,-1.48142345370663,0.138493768704514,0.487999676520475,"PSH1","E3 ubiquitin ligase targeting centromere-binding protein Cse4p; mediates polyubiquitination and degradation of histone H3 variant Cse4p, preventing its mislocalization to euchromatin independent of Slx5p; ubiquitination of Cse4p may be antagonized by Scm3p"
"4946","YOL055C",426.775181030774,-0.0418948261741812,0.121930213458823,-0.343596759045528,0.731149562389474,0.897070000482363,"THI20","Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity redundant with Thi21p"
"4947","YOL056W",587.067160959348,-0.171494293692943,0.109582115704446,-1.56498432787592,0.117586584085543,0.461014067763953,"GPM3","Homolog of Gpm1p phosphoglycerate mutase; converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional; GPM3 has a paralog, GPM2, that arose from the whole genome duplication"
"4948","YOL057W",2814.81485061747,0.0388515236886858,0.0853318284004963,0.455299322854541,0.648893913341827,0.864154995604556,"","Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers"
"4949","YOL058W",1962.88556268687,-0.378807398989043,0.120579305402162,-3.14156229151949,0.00168049057128248,0.0447636557075932,"ARG1","Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate"
"4950","YOL059W",4140.80376305015,-0.219616715366951,0.0801636171700894,-2.73960586011199,0.00615129018292637,0.104259762440946,"GPD2","NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog, GPD1, that arose from the whole genome duplication"
"4951","YOL060C",2723.69374981024,0.126138397901318,0.073163692483073,1.72405729700562,0.0846975000629691,0.401355648328403,"MAM3","Protein required for normal mitochondrial morphology; has similarity to hemolysins"
"4952","YOL061W",3567.53554680466,0.201028763826302,0.0771516461450708,2.6056315564324,0.00917050490308848,0.130664179589905,"PRS5","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; forms cytoplasmic foci upon DNA replication stress"
"4953","YOL062C",1417.75111408503,-0.0143690091224827,0.0937270032695517,-0.153307036619517,0.878156151853558,0.96020407386661,"APM4","Cargo-binding mu subunit of AP-2; AP-2 is a heterotetrameric endocytic cargo-binding adaptor that facilitates uptake of membrane proteins during clathrin-mediated endocytosis; Apm4p is required for AP-2 function and localization, and binds cell wall stress receptor Mid2p; AP-2 is required for cell polarity responses to pheromone, nutritional status and cell wall damage in S. cerevisiae, and for hyphal growth in C. albicans; AP-2 complex is conserved in mammals"
"4954","YOL063C",1349.66223618655,-0.0605214562381278,0.0869808515293441,-0.695802066477932,0.486552794931821,0.773695257964627,"CRT10","Protein involved in transcriptional regulation of RNR2 and RNR3; expression of the gene is induced by DNA damage and null mutations confer increased resistance to hydroxyurea; N-terminal region has a leucine repeat and a WD40 repeat"
"4955","YOL064C",1715.128021188,-0.193981652277444,0.101068545976255,-1.91930783611965,0.0549453869025363,0.328619982009682,"MET22","Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate, intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant"
"4956","YOL065C",334.437421566523,-0.130072354230212,0.13551969984352,-0.95980403129879,0.337153853040528,0.678051087128879,"INP54","Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins"
"4957","YOL066C",937.927182423518,0.0816984501572222,0.0941222847424742,0.868003261722295,0.385392547050608,0.709126812959707,"RIB2","Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog, PUS9, that arose from the whole genome duplication"
"4958","YOL067C",334.481828975015,-0.0938047273550901,0.143007777515531,-0.655941438883648,0.511861804270073,0.788572982920122,"RTG1","Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization"
"4959","YOL068C",1485.74955198463,0.117272242443527,0.0806665093680548,1.45379096433257,0.146004269346161,0.495069871278161,"HST1","NAD(+)-dependent histone deacetylase; essential subunit of the Sum1p/Rfm1p/Hst1p complex required for ORC-dependent silencing and meiotic repression; non-essential subunit of the Set3C deacetylase complex; involved in telomere maintenance; HST1 has a paralog, SIR2, that arose from the whole genome duplication"
"4960","YOL069W",566.527333408672,-0.140222596756121,0.126026618987585,-1.11264269312767,0.265861916811304,0.616336883938833,"NUF2","Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
"4961","YOL070C",1487.42766013694,-0.0215448447316168,0.0920153686904791,-0.234143980926591,0.814873202912855,0.934180037824413,"NBA1","Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate"
"4962","YOL071W",200.712398291018,-0.265816856971907,0.202400817615777,-1.31331908686512,0.189075449551492,0.54704146902151,"SDH5","Protein required for flavinylation of Sdh1p; binds to Sdh1p and promotes FAD cofactor attachment, which is necessary for succinate dehydrogenase (SDH) complex assembly and activity; mutations in human ortholog PGL2 are associated with neuroendocrine tumors (paraganglioma)"
"4963","YOL072W",401.064625184207,0.0270946810167351,0.119000546764538,0.227685348961853,0.819890863145389,0.934610226627238,"THP1","Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding"
"4964","YOL073C",484.673392733399,0.048120815285387,0.116438709094725,0.413271631569189,0.679407611779042,0.878934388799635,"DSC2","Multi-transmembrane subunit of the DSC ubiquitin ligase complex; similar in sequence to rhomboid pseudoproteases Der1p and UBAC2 that function in ERAD; ortholog of fission yeast dsc2"
"4965","YOL075C",1312.27865428134,0.0490051909666193,0.0915544643356268,0.535257251759702,0.592471982021258,0.833340081524656,"","Putative ABC transporter"
"4966","YOL076W",2088.7476309317,0.0670314585431074,0.0813398660185014,0.824091086256037,0.409887804565631,0.725042425133346,"MDM20","Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly"
"4967","YOL077C",2738.09764696041,0.0211091892514722,0.08565386556693,0.246447595934564,0.805335765890436,0.931351233957269,"BRX1","Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif"
"4968","YOL077W-A",134.338080034735,0.157330662356107,0.19703539181678,0.798489352118053,0.424586569782023,0.73595005428884,"ATP19","Subunit k of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; associated only with the dimeric form of ATP synthase"
"4969","YOL078W",822.526799751679,0.108334168989808,0.104017257504686,1.04150187756034,0.297642682259481,0.646273629578266,"AVO1","Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth"
"4970","YOL080C",673.085230896894,-0.151201201693149,0.115503299452437,-1.30906391774039,0.190512700349329,0.54704146902151,"REX4","Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly"
"4971","YOL081W",14720.6658898924,0.0189950198417254,0.163990272537939,0.115830162044099,0.907787145545862,0.971678519252502,"IRA2","GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog, IRA1, that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"
"4972","YOL082W",702.265033884138,-0.0628319872961448,0.0998153833974626,-0.629482001245732,0.529033548471,0.797894520874907,"ATG19","Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p"
"4973","YOL083W",185.778201758025,-0.0344607408195119,0.167259690239967,-0.20603135621064,0.836766418001278,0.941990618483311,"ATG34","Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog"
"4974","YOL084W",278.219762541653,0.00440882880686909,0.199428721809557,0.0221072911006233,0.982362370441274,0.995233929325225,"PHM7","Protein of unknown function; expression is regulated by phosphate levels; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; protein abundance increases in response to DNA replication stress"
"4975","YOL086C",215864.685313987,-0.255387242707679,0.0992153715841108,-2.57406930629869,0.0100510137364305,0.136885234696149,"ADH1","Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway; ADH1 has a paralog, ADH5, that arose from the whole genome duplication"
"4976","YOL086W-A",179.104792774517,-0.437262226090509,0.17941551810761,-2.43714830635914,0.014803606540123,0.169465970933214,"MHF1","Component of the heterotetrameric MHF histone-fold complex; in humans the MHF complex interacts with both DNA and Mph1p ortholog FANCM, a Fanconi anemia complementation group protein, to stabilize and remodel blocked replication forks and repair damaged DNA; mhf1 srs2 double mutants are MMS hypersensitive; ortholog of human centromere constitutive-associated network (CCAN) subunit CENP-S, also known as MHF1"
"4977","YOL087C",2082.72657306576,0.0137120769999243,0.103541954242142,0.132430154523232,0.894644064855962,0.967269368966832,"DUF1","Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1, which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline, sanguinarine, and nordihydroguaiaretic acid"
"4978","YOL088C",777.792590628649,0.00162377949561342,0.113401210039912,0.0143188903808162,0.98857556883169,0.997093277213242,"MPD2","Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p"
"4979","YOL089C",740.513203563095,0.116360621712013,0.117068667947404,0.993951872453961,0.320246298669521,0.666750339835316,"HAL9","Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog, TBS1, that arose from the whole genome duplication"
"4980","YOL090W",2633.26656935048,0.0808911167914885,0.0738874750686813,1.09478794229058,0.273609550143718,0.624594535914936,"MSH2","Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP"
"4981","YOL091W",326.071826733709,0.29313308158205,0.195307735971742,1.50087798685282,0.133387122768856,0.480397393017806,"SPO21","Component of the meiotic outer plaque of the spindle pole body; involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation; SPO21 has a paralog, YSW1, that arose from the whole genome duplication"
"4982","YOL092W",1893.36832737746,0.329953726646305,0.110440942171083,2.98760333043135,0.00281174228146395,0.0644517100244071,"YPQ1","Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family, with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; YPQ1 has a paralog, RTC2, that arose from the whole genome duplication"
"4983","YOL093W",509.225224751849,-0.16783758937419,0.123349136893056,-1.36067096699432,0.173617693532487,0.527477403110712,"TRM10","tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator"
"4984","YOL094C",814.70626116816,0.00255923618676515,0.0934010611234327,0.0274005044052233,0.978140295943692,0.993877223477455,"RFC4","Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia"
"4985","YOL095C",252.742183508032,-0.00635570647430097,0.174267647006384,-0.0364709490457982,0.970906842595639,0.991898436297181,"HMI1","Mitochondrial inner membrane localized ATP-dependent DNA helicase; required for the maintenance of the mitochondrial genome; not required for mitochondrial transcription; has homology to E. coli helicase uvrD"
"4986","YOL096C",394.822888704393,-0.209464006334293,0.155552235503712,-1.34658306681356,0.178114550788952,0.529909079822255,"COQ3","O-methyltransferase; catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein"
"4987","YOL097C",5373.11090068434,0.0258775354018839,0.0779077098348782,0.332156284105003,0.739771251736227,0.89870712764021,"WRS1","Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant"
"4988","YOL097W-A",49.2404129717927,-0.140005098598828,0.325520368524856,-0.430096277026477,0.667125608112821,NA,"","Putative protein of unknown function; identified by expression profiling and mass spectrometry"
"4989","YOL098C",4053.27296031775,0.151817318007036,0.104217122673151,1.45674064024172,0.14518798695971,0.494623582011708,"SDD3","Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P"
"4990","YOL100W",1530.02760592032,0.147072925610791,0.127581069421632,1.15278015992124,0.249000629777477,0.604542894963402,"PKH2","Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog, PKH1, that arose from the whole genome duplication"
"4991","YOL101C",339.507705514647,0.0804389076904781,0.193465039024964,0.415780071148145,0.677570943031178,0.878133838366231,"IZH4","Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; expression induced by fatty acids and altered zinc levels; deletion reduces sensitivity to excess zinc; possible role in sterol metabolism; protein increases in abundance and relocalizes from nucleus to ER upon DNA replication stress; IZH4 has a paralog, IZH1, that arose from the whole genome duplication"
"4992","YOL102C",450.480165508245,-0.0623088447324928,0.114083208598604,-0.546170163847015,0.584948973235603,0.828195080917735,"TPT1","tRNA 2'-phosphotransferase that catalyzes final step in tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide"
"4993","YOL103W",2992.75475379585,0.240888665242646,0.0921028462781079,2.6154312811927,0.00891148514385025,0.129478637090059,"ITR2","Myo-inositol transporter; member of the sugar transporter superfamily; expressed constitutively; ITR2 has a paralog, ITR1, that arose from the whole genome duplication"
"4994","YOL103W-A",0,NA,NA,NA,NA,NA,"","Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"4995","YOL103W-B",30025.7255398518,0.0432477865818975,0.173245749085587,0.249632598838152,0.802871486307351,0.930050991327822,"","Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
"4996","YOL104C",581.645366265194,-0.231395962668429,0.10930012989385,-2.11706942062335,0.0342539565053294,0.265529243437889,"NDJ1","Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies (SPBs) and telomeres; required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement"
